NHL_ID,Player,Team,Position,Jersey#,DOB,_source
8479325,Charlie McAvoy,BOS,D,73.0,,nhl_search_api
8484773,Julius Miettinen,SEA,C,49.0,,nhl_search_api
8481624,Ilya Mikheyev,CHI,R,95.0,,nhl_search_api
8477947,Sonny Milano,WSH,L,15.0,,nhl_search_api
8480817,K'Andre Miller,CAR,D,19.0,,nhl_search_api
8484262,Travis Mitchell,NYI,D,38.0,,nhl_search_api
8482687,Luke Mittelstadt,MTL,D,,,nhl_search_api
8485403,William Moore,BOS,C,,,nhl_search_api
8482655,J.J. Moser,TBL,D,90.0,,nhl_search_api
8485041,Niilopekka Muhonen,DAL,D,41.0,,nhl_search_api
8483753,Joey Muldowney,SJS,R,50.0,,nhl_search_api
8483575,Matt Murray,NSH,G,32.0,,nhl_search_api
8483736,Tyler Muszelik,FLA,G,,,nhl_search_api
8484204,Zach Nehring,WPG,R,,,nhl_search_api
8482089,Jake Neighbours,STL,L,63.0,,nhl_search_api
8483496,Viktor Neuchev,CAR,L,79.0,,nhl_search_api
8476467,Jamie Oleksiak,SEA,D,24.0,,nhl_search_api
8478109,Victor Olofsson,COL,L,95.0,,nhl_search_api
8480246,Nick Perbix,NSH,D,48.0,,nhl_search_api
8483501,Alexander Perevalov,CAR,L,,,nhl_search_api
8477969,Marcus Pettersson,VAN,D,29.0,,nhl_search_api
8481596,Shane Pinto,OTT,C,12.0,,nhl_search_api
8484870,Max Plante,DET,L,,,nhl_search_api
8482769,Prokhor Poltapov,BUF,L,,,nhl_search_api
8482102,Vasily Ponomarev,PIT,C,11.0,,nhl_search_api
8481591,Samuel Poulin,EDM,R,8.0,,nhl_search_api
8478500,Ivan Provorov,CBJ,D,9.0,,nhl_search_api
8484766,Jesse Pulkkinen,NYI,D,42.0,,nhl_search_api
8479992,Michael Rasmussen,DET,C,27.0,,nhl_search_api
8476422,Mike Reilly,CAR,D,6.0,,nhl_search_api
8484477,Yegor Rimashevskiy,SJS,R,52.0,,nhl_search_api
8476438,Brandon Saad,VGK,L,20.0,,nhl_search_api
8484509,Josh Samanski,EDM,C,81.0,,nhl_search_api
8477463,Steven Santini,TBL,D,16.0,,nhl_search_api
8479313,Zach Sawchenko,CBJ,G,36.0,,nhl_search_api
8482073,Braden Schneider,NYR,D,4.0,,nhl_search_api
8485629,Ashton Schultz,BUF,C,,,nhl_search_api
8483878,Kai Schwindt,FLA,L,97.0,,nhl_search_api
8484762,Beckett Sennecke,ANA,R,45.0,,nhl_search_api
8483599,Peetro Seppala,SEA,D,76.0,,nhl_search_api
8478854,Ryan Shea,PIT,D,5.0,,nhl_search_api
8485663,Gustav Sjoqvist,VGK,D,,,nhl_search_api
8476958,Jaccob Slavin,CAR,D,74.0,,nhl_search_api
8485604,Brent Solomon,DET,R,,,nhl_search_api
8478009,Ilya Sorokin,NYI,G,30.0,,nhl_search_api
8483517,Jack Sparkes,LAK,D,,,nhl_search_api
8476905,Chandler Stephenson,SEA,C,9.0,,nhl_search_api
8482714,Chase Stillman,VAN,R,61.0,,nhl_search_api
8476932,Anthony Stolarz,TOR,G,41.0,,nhl_search_api
8482766,William Stromgren,CGY,L,65.0,,nhl_search_api
8483898,Tomas Suchanek,ANA,G,78.0,,nhl_search_api
8480459,Pius Suter,STL,C,22.0,,nhl_search_api
8484423,Melker Thelin,UTA,G,,,nhl_search_api
8484268,Nikita Tolopilo,VAN,G,60.0,,nhl_search_api
8483519,Gleb Trikozov,CAR,L,73.0,,nhl_search_api
8481532,Alex Turcotte,LAK,C,15.0,,nhl_search_api
8485671,Brady Turko,ANA,R,90.0,,nhl_search_api
8482525,Ryan Tverberg,TOR,C,77.0,,nhl_search_api
8482174,William Villeneuve,TOR,D,76.0,,nhl_search_api
8482884,Semyon Vyazovoi,SEA,G,,,nhl_search_api
8484238,Anton Wahlberg,BUF,C,92.0,,nhl_search_api
8485611,Max Westergard,PHI,L,,,nhl_search_api
8485040,John Whipple,DET,D,,,nhl_search_api
8483059,Gavin White,DAL,D,74.0,,nhl_search_api
8484486,Zaccharya Wisdom,SEA,R,96.0,,nhl_search_api
8478450,Parker Wotherspoon,PIT,D,28.0,,nhl_search_api
8484418,Stanislav Yarovoi,CAR,R,,,nhl_search_api
8476981,Josh Anderson,MTL,R,17.0,,nhl_search_api
8481521,Ronnie Attard,COL,D,23.0,,nhl_search_api
8480840,Oskar Bäck,DAL,C,10.0,,nhl_search_api
8484781,Dominik Badinka,CAR,D,67.0,,nhl_search_api
8477493,Aleksander Barkov,FLA,C,16.0,,nhl_search_api
8485427,Sean Barnhill,NYR,D,,,nhl_search_api
8479414,Nathan Bastian,DAL,R,11.0,,nhl_search_api
8485580,Lucas Beckman,OTT,G,,,nhl_search_api
8481072,Tim Berni,CBJ,D,75.0,,nhl_search_api
8483565,Nick Blankenburg,NSH,D,37.0,,nhl_search_api
8482115,Ethan Bowen,ANA,C,,,nhl_search_api
8481553,Bobby Brink,PHI,R,10.0,,nhl_search_api
8476463,Jonas Brodin,MIN,D,25.0,,nhl_search_api
8485027,Simon-Pier Brunet,BUF,D,,,nhl_search_api
8483428,Filip Bystedt,SJS,C,18.0,,nhl_search_api
8478476,Kyle Capobianco,DAL,D,20.0,,nhl_search_api
8478443,Brandon Carlo,TOR,D,25.0,,nhl_search_api
8484449,Aiden Celebrini,VAN,D,,,nhl_search_api
8482513,Daniil Chechelev,CGY,G,40.0,,nhl_search_api
8481718,Semyon Chystyakov,NSH,D,,,nhl_search_api
8482889,Lucas Ciona,CGY,L,74.0,,nhl_search_api
8485030,Louka Cloutier,COL,G,,,nhl_search_api
8474013,Ian Cole,UTA,D,28.0,,nhl_search_api
8477456,J.T. Compher,DET,L,37.0,,nhl_search_api
8477429,Andrew Copp,DET,C,18.0,,nhl_search_api
8476393,Nick Cousins,OTT,C,21.0,,nhl_search_api
8480839,Rasmus Dahlin,BUF,D,26.0,,nhl_search_api
8485571,Francesco Dell'Elce,COL,D,,,nhl_search_api
8482933,Jakub Demek,VGK,C,13.0,,nhl_search_api
8477450,Jason Dickinson,CHI,C,16.0,,nhl_search_api
8481604,Pavel Dorofeyev,VGK,R,16.0,,nhl_search_api
8483750,Jackson Dorrington,NYR,D,83.0,,nhl_search_api
8482194,Ethan Edwards,NJD,D,73.0,,nhl_search_api
8482500,Noah Ellis,VGK,D,,,nhl_search_api
8484848,EJ Emery,NYR,D,,,nhl_search_api
8485664,Edison Engle,WPG,D,,,nhl_search_api
8484448,Filip Eriksson,MTL,C,,,nhl_search_api
8482858,Ryker Evans,SEA,D,41.0,,nhl_search_api
8482122,Brock Faber,MIN,D,7.0,,nhl_search_api
8484167,Paul Fischer,EDM,D,,,nhl_search_api
8479578,Casey Fitzgerald,NYR,D,45.0,,nhl_search_api
8483829,Joe Fleming,VGK,R,50.0,,nhl_search_api
8482159,Tyson Foerster,PHI,R,71.0,,nhl_search_api
8482719,Ty Gallagher,BOS,D,,,nhl_search_api
8478856,Conor Garland,VAN,R,8.0,,nhl_search_api
8484173,Ethan Gauthier,TBL,R,89.0,,nhl_search_api
8483447,Conor Geekie,TBL,C,14.0,,nhl_search_api
8485394,Eddie Genborg,DET,R,,,nhl_search_api
8478502,Dennis Gilbert,OTT,D,6.0,,nhl_search_api
8480825,Patrick Giles,SJS,R,54.0,,nhl_search_api
8484804,Spencer Gill,PHI,D,42.0,,nhl_search_api
8480874,Adam Ginning,PHI,D,13.0,,nhl_search_api
8479996,Cody Glass,NJD,C,12.0,,nhl_search_api
8479416,Ben Gleason,MIN,D,6.0,,nhl_search_api
8476826,Yanni Gourde,TBL,C,37.0,,nhl_search_api
8482695,Artem Grushnikov,CGY,D,3.0,,nhl_search_api
8485623,Emile Guite,ANA,L,89.0,,nhl_search_api
8485395,James Hagens,BOS,C,,,nhl_search_api
8483683,Tomas Hamara,OTT,D,98.0,,nhl_search_api
8479394,Carter Hart,VGK,G,79.0,,nhl_search_api
8485640,Victor Hedin Raftheim,CBJ,D,,,nhl_search_api
8482726,Samuel Helenius,LAK,C,79.0,,nhl_search_api
8478176,Joe Hicketts,LAK,D,27.0,,nhl_search_api
8485600,Gustav Hillstrom,NJD,C,,,nhl_search_api
8484829,Justin Hryckowian,DAL,C,49.0,,nhl_search_api
8482908,Viktor Hurtig,NJD,D,,,nhl_search_api
8485511,Quinn Hutson,EDM,R,23.0,,nhl_search_api
8476873,Mark Jankowski,CAR,L,77.0,,nhl_search_api
8477527,Ross Johnston,ANA,L,44.0,,nhl_search_api
8485617,Atte Joki,DAL,C,,,nhl_search_api
8480448,Parker Kelly,COL,C,17.0,,nhl_search_api
8480891,Michael Kesselring,BUF,D,8.0,,nhl_search_api
8481611,Pyotr Kochetkov,CAR,G,52.0,,nhl_search_api
8483466,Kevin Korchinski,CHI,D,14.0,,nhl_search_api
8476914,Joonas Korpisalo,BOS,G,70.0,,nhl_search_api
8482875,Aku Koskenvuo,VAN,G,,,nhl_search_api
8484496,Kristian Kostadinski,BOS,D,,,nhl_search_api
8484835,Ben Kraws,DAL,G,32.0,,nhl_search_api
8484822,Luke Krys,DAL,D,36.0,,nhl_search_api
8478956,Samuel Laberge,SJS,L,79.0,,nhl_search_api
8478021,William Lagesson,DET,D,84.0,,nhl_search_api
8476455,Gabriel Landeskog,COL,L,92.0,,nhl_search_api
8484185,Nick Lardis,CHI,L,76.0,,nhl_search_api
8483052,Kaleb Lawrence,LAK,C,88.0,,nhl_search_api
8481517,Brett Leason,WSH,R,20.0,,nhl_search_api
8481732,Andre Lee,LAK,L,47.0,,nhl_search_api
8485101,Ryerson Leenders,BUF,G,,,nhl_search_api
8484783,Artyom Levshunov,CHI,D,55.0,,nhl_search_api
8476902,Esa Lindell,DAL,D,23.0,,nhl_search_api
8481481,Blake Lizotte,PIT,C,46.0,,nhl_search_api
8483480,Paul Ludwinski,CHI,C,90.0,,nhl_search_api
8480878,Nils Lundkvist,DAL,D,5.0,,nhl_search_api
8485595,Ilyas Magomedsultanov,SJS,D,,,nhl_search_api
8482913,Nikolai Makarov,CBJ,D,,,nhl_search_api
8478233,Andrew Mangiapane,EDM,L,88.0,,nhl_search_api
8484777,Luca Marrelli,CBJ,D,54.0,,nhl_search_api
8479579,Joseph Masonius,PIT,D,70.0,,nhl_search_api
8478062,Dysin Mayo,CBJ,D,37.0,,nhl_search_api
8484271,Ryan McAllister,FLA,C,76.0,,nhl_search_api
8476931,Jake McCabe,TOR,D,22.0,,nhl_search_api
8482881,Max McCue,CBJ,C,93.0,,nhl_search_api
8481580,Connor McMichael,WSH,C,24.0,,nhl_search_api
8484616,Matyas Melovsky,NJD,C,83.0,,nhl_search_api
8484636,Harrison Meneghin,TBL,G,1.0,,nhl_search_api
8482501,Amir Miftakhov,CAR,G,35.0,,nhl_search_api
8484196,Tanner Molendyk,NSH,D,50.0,,nhl_search_api
8484198,Etienne Morin,CGY,D,59.0,,nhl_search_api
8482666,Scott Morrow,NYR,D,60.0,,nhl_search_api
8482158,Topi Niemela,TOR,D,47.0,,nhl_search_api
8485417,Eric Nilson,ANA,C,46.0,,nhl_search_api
8478438,Tommy Novak,PIT,C,18.0,,nhl_search_api
8477070,Liam O'Brien,UTA,C,38.0,,nhl_search_api
8481167,Brayden Pachal,CGY,D,94.0,,nhl_search_api
8484479,Norwin Panocha,BUF,D,,,nhl_search_api
8484768,Zayne Parekh,CGY,D,19.0,,nhl_search_api
8485687,Aidan Park,EDM,C,,,nhl_search_api
8484874,Riley Patterson,VAN,C,,,nhl_search_api
8482175,JJ Peterka,UTA,R,77.0,,nhl_search_api
8483678,Elias Pettersson,VAN,D,25.0,,nhl_search_api
8485019,Chase Pietila,PIT,D,44.0,,nhl_search_api
8484421,Eric Pohlkamp,SJS,D,48.0,,nhl_search_api
8478010,Brayden Point,TBL,C,21.0,,nhl_search_api
8485378,Tomas Poletin,NYI,L,78.0,,nhl_search_api
8485045,Noah Powell,PHI,R,,,nhl_search_api
8482944,Daniil Pylenkov,TBL,D,,,nhl_search_api
8477499,Rasmus Ristolainen,PHI,D,55.0,,nhl_search_api
8484764,Colton Roberts,SJS,D,68.0,,nhl_search_api
8482749,Joshua Roy,MTL,R,89.0,,nhl_search_api
8485014,Heikki Ruohonen,PHI,C,,,nhl_search_api
8485368,Ivan Ryabkin,CAR,C,49.0,,nhl_search_api
8477948,Travis Sanheim,PHI,D,6.0,,nhl_search_api
8485097,Basile Sansonnens,VAN,D,,,nhl_search_api
8484224,Gracyn Sawchyn,FLA,C,59.0,,nhl_search_api
8483407,Brandon Scanlin,NYR,D,58.0,,nhl_search_api
8481033,Akira Schmid,VGK,G,40.0,,nhl_search_api
8485103,Fisher Scott,DET,D,,,nhl_search_api
8482131,Donovan Sebrango,FLA,D,6.0,,nhl_search_api
8485004,Matvei Shuravin,FLA,D,,,nhl_search_api
8484863,Will Skahan,UTA,D,,,nhl_search_api
8482172,Landon Slaggert,CHI,L,84.0,,nhl_search_api
8484417,Hampton Slukynsky,LAK,G,,,nhl_search_api
8482062,Cole Smith,NSH,L,36.0,,nhl_search_api
8475191,Reilly Smith,VGK,R,19.0,,nhl_search_api
8481725,Elmer Soderblom,DET,L,85.0,,nhl_search_api
8474716,Jared Spurgeon,MIN,D,46.0,,nhl_search_api
8481056,Spencer Stastney,EDM,D,24.0,,nhl_search_api
8485091,Noah Steen,TBL,L,,,nhl_search_api
8481477,Nico Sturm,MIN,C,78.0,,nhl_search_api
8480280,Jeremy Swayman,BOS,G,1.0,,nhl_search_api
8480023,Robert Thomas,STL,C,18.0,,nhl_search_api
8483685,Aidan Thompson,CHI,C,78.0,,nhl_search_api
8483099,Anson Thornton,UTA,G,34.0,,nhl_search_api
8484392,Felix Unger Sorum,CAR,R,36.0,,nhl_search_api
8484485,Nicholas Vantassell,OTT,R,,,nhl_search_api
8481716,Dmitri Voronkov,CBJ,L,10.0,,nhl_search_api
8481570,Cade Webber,TOR,D,52.0,,nhl_search_api
8481691,McKade Webster,TBL,L,,,nhl_search_api
8485469,Jack Williams,CBJ,R,29.0,,nhl_search_api
8484759,Carter Yakemchuk,OTT,D,58.0,,nhl_search_api
8479977,Kailer Yamamoto,UTA,R,56.0,,nhl_search_api
8481178,Egor Zamula,CBJ,D,6.0,,nhl_search_api
8482245,Artem Zub,OTT,D,2.0,,nhl_search_api
8479022,Rodrigo Abols,PHI,C,18.0,,nhl_search_api
8478427,Sebastian Aho,CAR,C,20.0,,nhl_search_api
8485352,Kashawn Aitcheson,NYI,D,37.0,,nhl_search_api
8484139,Beau Akey,EDM,D,82.0,,nhl_search_api
8483798,Owen Allard,UTA,C,37.0,,nhl_search_api
8484429,Matthew Andonovski,OTT,D,,,nhl_search_api
8484995,Nikita Artamonov,CAR,L,,,nhl_search_api
8484141,Trey Augustine,DET,G,,,nhl_search_api
8483721,Artem Barabosha,NJD,D,,,nhl_search_api
8484444,Samu Bau,UTA,C,,,nhl_search_api
8479945,Gavin Bayreuther,BUF,D,25.0,,nhl_search_api
8485364,David Bedkowski,BUF,D,,,nhl_search_api
8481556,John Beecher,CGY,C,18.0,,nhl_search_api
8481122,Simon Benoit,TOR,D,2.0,,nhl_search_api
8484838,Alexis Bernier,SEA,D,43.0,,nhl_search_api
8484146,Tristan Bertucci,DAL,D,42.0,,nhl_search_api
8477416,Oliver Bjorkstrand,TBL,R,22.0,,nhl_search_api
8478104,Sammy Blais,MTL,L,27.0,,nhl_search_api
8476927,Teddy Blueger,VAN,C,53.0,,nhl_search_api
8481541,Samuel Bolduc,LAK,D,58.0,,nhl_search_api
8483667,Dmitri Buchelnikov,DET,L,,,nhl_search_api
8482777,Shai Buium,DET,D,22.0,,nhl_search_api
8483746,Vyacheslav Buteyets,ANA,G,32.0,,nhl_search_api
8483045,Cameron Butler,MIN,R,37.0,,nhl_search_api
8484152,Luca Cagnoni,SJS,D,42.0,,nhl_search_api
8480828,Michael Callahan,BOS,D,79.0,,nhl_search_api
8478851,Alexandre Carrier,MTL,D,45.0,,nhl_search_api
8478469,Thomas Chabot,OTT,D,72.0,,nhl_search_api
8482877,Jaroslav Chmelar,NYR,R,49.0,,nhl_search_api
8482824,Nick Cicek,CGY,D,41.0,,nhl_search_api
8482939,Chase Clark,WSH,G,41.0,,nhl_search_api
8484529,Connor Clattenburg,EDM,C,64.0,,nhl_search_api
8484803,Trevor Connelly,VGK,L,24.0,,nhl_search_api
8485085,Joe Connor,TBL,L,,,nhl_search_api
8478398,Kyle Connor,WPG,L,81.0,,nhl_search_api
8483431,Logan Cooley,UTA,C,92.0,,nhl_search_api
8485615,Alexis Cournoyer,MTL,G,,,nhl_search_api
8485631,Ashton Cumby,CHI,D,,,nhl_search_api
8482703,Colton Dach,CHI,C,34.0,,nhl_search_api
8479337,Alex DeBrincat,DET,R,93.0,,nhl_search_api
8480876,Curtis Douglas,TBL,C,42.0,,nhl_search_api
8482142,Jamie Drysdale,PHI,D,9.0,,nhl_search_api
8484165,David Edstrom,NSH,C,60.0,,nhl_search_api
8482667,William Eklund,SJS,L,72.0,,nhl_search_api
8481551,Colten Ellis,BUF,G,92.0,,nhl_search_api
8475753,Justin Faulk,STL,D,72.0,,nhl_search_api
8485390,Conrad Fondrk,NJD,C,,,nhl_search_api
8481518,Nolan Foote,FLA,L,25.0,,nhl_search_api
8485079,Charlie Forslund,DET,L,,,nhl_search_api
8485561,Semyon Frolov,CAR,G,,,nhl_search_api
8485618,Mikhail Fyodorov,STL,R,,,nhl_search_api
8479328,Julien Gauthier,NYI,R,26.0,,nhl_search_api
8485066,Patrick Geary,BUF,D,,,nhl_search_api
8479398,Samuel Girard,COL,D,49.0,,nhl_search_api
8476822,Luke Glendening,NJD,C,14.0,,nhl_search_api
8476624,Barclay Goodrow,SJS,C,23.0,,nhl_search_api
8476979,Erik Gustafsson,DET,D,56.0,,nhl_search_api
8479542,Brandon Hagel,TBL,L,38.0,,nhl_search_api
8484176,Kasper Halttunen,SJS,R,14.0,,nhl_search_api
8480468,James Hamblin,EDM,L,52.0,,nhl_search_api
8484177,Lenni Hameenaho,NJD,R,29.0,,nhl_search_api
8478424,Jansen Harkins,ANA,C,24.0,,nhl_search_api
8475287,Erik Haula,NSH,L,56.0,,nhl_search_api
8485657,Caleb Heil,TBL,G,70.0,,nhl_search_api
8480036,Miro Heiskanen,DAL,D,4.0,,nhl_search_api
8484797,Konsta Helenius,BUF,C,94.0,,nhl_search_api
8481563,Drew Helleson,ANA,D,14.0,,nhl_search_api
8483748,Ben Hemmerling,VGK,R,63.0,,nhl_search_api
8476881,Tomas Hertl,VGK,C,48.0,,nhl_search_api
8477018,Ben Hutton,VGK,D,17.0,,nhl_search_api
8475714,Calle Jarnkrok,TOR,C,19.0,,nhl_search_api
8483460,David Jiricek,MIN,D,55.0,,nhl_search_api
8485072,Loke Johansson,BOS,D,86.0,,nhl_search_api
8474600,Roman Josi,NSH,D,59.0,,nhl_search_api
8483737,Nils Juntorp,CAR,R,,,nhl_search_api
8474141,Patrick Kane,DET,R,88.0,,nhl_search_api
8480284,Vladislav Kara,TOR,L,,,nhl_search_api
8484182,Larry Keenan,DET,D,,,nhl_search_api
8482950,Hank Kempf,COL,D,,,nhl_search_api
8484454,Sean Keohane,BUF,D,,,nhl_search_api
8482828,Riley Kidney,MTL,C,86.0,,nhl_search_api
8482922,Kirill Kirsanov,LAK,D,78.0,,nhl_search_api
8485138,Viliam Kmec,VGK,D,79.0,,nhl_search_api
8481043,Cole Koepke,WPG,L,45.0,,nhl_search_api
8485051,Timur Kol,CAR,D,,,nhl_search_api
8481527,Kaedan Korczak,VGK,D,6.0,,nhl_search_api
8483705,Arseni Koromyslov,STL,D,,,nhl_search_api
8475179,Dmitry Kulikov,FLA,D,7.0,,nhl_search_api
8479339,Patrik Laine,MTL,R,92.0,,nhl_search_api
8483702,Reese Laubach,SJS,C,80.0,,nhl_search_api
8484880,Tomas Lavoie,UTA,D,75.0,,nhl_search_api
8479968,Vinni Lettieri,TOR,C,95.0,,nhl_search_api
8485442,Kurban Limatov,CAR,D,,,nhl_search_api
8484187,Kalan Lind,NSH,L,48.0,,nhl_search_api
8482761,Carl Lindbom,VGK,G,30.0,,nhl_search_api
8479292,Charlie Lindgren,WSH,G,79.0,,nhl_search_api
8484780,Cayden Lindstrom,CBJ,C,28.0,,nhl_search_api
8482882,Eetu Liukas,NYI,L,84.0,,nhl_search_api
8479066,Ryan Lomberg,CGY,L,70.0,,nhl_search_api
8485043,Veeti Louhivaara,NJD,G,,,nhl_search_api
8484779,Jett Luchanko,PHI,C,17.0,,nhl_search_api
8484394,Tanner Ludtke,UTA,C,,,nhl_search_api
8482113,Anton Lundell,FLA,C,15.0,,nhl_search_api
8483483,Julian Lutz,UTA,L,43.0,,nhl_search_api
8479772,Zack MacEwen,NJD,R,15.0,,nhl_search_api
8482733,Logan Mailloux,STL,D,23.0,,nhl_search_api
8483768,Victor Mancini,VAN,D,90.0,,nhl_search_api
8476312,Josh Manson,COL,D,42.0,,nhl_search_api
8478483,Mitch Marner,VGK,R,93.0,,nhl_search_api
8484452,Matthew Mayich,STL,D,95.0,,nhl_search_api
8482802,Carter Mazur,DET,L,43.0,,nhl_search_api
8484192,Gavin McCarthy,BUF,D,,,nhl_search_api
8483486,Bryce McConnell-Barker,NYR,C,47.0,,nhl_search_api
8484287,Cole McWard,NYI,D,4.0,,nhl_search_api
8477034,Jaycob Megna,VGK,D,88.0,,nhl_search_api
8483717,Owen Mehlenbacher,DET,C,,,nhl_search_api
8480292,Carson Meyer,BUF,R,49.0,,nhl_search_api
8478136,Jake Middleton,MIN,D,5.0,,nhl_search_api
8485686,Yegor Midlak,FLA,G,,,nhl_search_api
8482519,Veeti Miettinen,TOR,R,,,nhl_search_api
8483492,Nicholas Moldenhauer,TOR,R,,,nhl_search_api
8477497,Sean Monahan,CBJ,C,23.0,,nhl_search_api
8477986,Brandon Montour,SEA,D,62.0,,nhl_search_api
8485598,John Mooney,MTL,C,,,nhl_search_api
8476473,Connor Murphy,CHI,D,5.0,,nhl_search_api
8482734,Evan Nause,FLA,D,52.0,,nhl_search_api
8485409,Jack Nesbitt,PHI,C,,,nhl_search_api
8485446,Elijah Neuenschwander,ANA,G,30.0,,nhl_search_api
8482100,Alexander Nikishin,CAR,D,21.0,,nhl_search_api
8485022,Viktor Norringer,NSH,L,55.0,,nhl_search_api
8477931,Tomas Nosek,FLA,L,92.0,,nhl_search_api
8485046,Timofei Obvintsev,TOR,G,,,nhl_search_api
8483500,Noah Ostlund,BUF,C,86.0,,nhl_search_api
8475151,Kyle Palmieri,NYI,C,21.0,,nhl_search_api
8481704,Juuso Parssinen,NYR,C,71.0,,nhl_search_api
8484211,Jayden Perron,CAR,R,,,nhl_search_api
8473507,Jeff Petry,FLA,D,2.0,,nhl_search_api
8485055,Kaden Pitre,TBL,C,83.0,,nhl_search_api
8485473,Isak Posch,COL,G,35.0,,nhl_search_api
8485376,Cullen Potter,CGY,C,,,nhl_search_api
8476884,Derrick Pouliot,NYR,D,51.0,,nhl_search_api
8484868,Jack Pridham,CHI,R,,,nhl_search_api
8481703,Valtteri Puustinen,COL,R,48.0,,nhl_search_api
8471734,Jonathan Quick,NYR,G,32.0,,nhl_search_api
8478178,Darren Raddysh,TBL,D,43.0,,nhl_search_api
8480846,Sampo Ranta,COL,L,75.0,,nhl_search_api
8483716,Joel Ratkovic Berndtsson,BUF,R,,,nhl_search_api
8483110,Anri Ravinskis,VAN,R,,,nhl_search_api
8481133,Cole Reinhardt,VGK,L,23.0,,nhl_search_api
8479496,David Rittich,NYI,G,33.0,,nhl_search_api
8485681,Nolan Roed,COL,C,,,nhl_search_api
8481014,Alexander Romanov,NYI,D,28.0,,nhl_search_api
8485369,Jacob Rombach,NSH,D,84.0,,nhl_search_api
8482079,Marco Rossi,VAN,C,93.0,,nhl_search_api
8485003,Kim Saarinen,SEA,G,45.0,,nhl_search_api
8477149,Scott Sabourin,TBL,R,46.0,,nhl_search_api
8482915,Ilya Safonov,VAN,C,,,nhl_search_api
8482760,Samu Salminen,NJD,C,,,nhl_search_api
8482105,Jake Sanderson,OTT,D,85.0,,nhl_search_api
8484136,Max Sasson,VAN,C,63.0,,nhl_search_api
8483513,Reid Schaefer,NSH,L,49.0,,nhl_search_api
8477951,Nick Schmaltz,UTA,C,8.0,,nhl_search_api
8477351,Ryan Segalla,PIT,D,63.0,,nhl_search_api
8484226,Jayson Shaugabay,TBL,R,,,nhl_search_api
8482705,Cole Sillinger,CBJ,C,4.0,,nhl_search_api
8476925,Colton Sissons,VGK,C,10.0,,nhl_search_api
8484540,Blake Smith,TOR,D,,,nhl_search_api
8482470,Ilya Solovyov,PIT,D,7.0,,nhl_search_api
8485539,Wojciech Stachowiak,TBL,L,19.0,,nhl_search_api
8479378,Logan Stanley,WPG,D,64.0,,nhl_search_api
8485358,Theo Stockselius,CGY,C,,,nhl_search_api
8480021,Jack Studnicka,FLA,C,53.0,,nhl_search_api
8483720,Santeri Sulku,PHI,L,,,nhl_search_api
8475765,Vladimir Tarasenko,MIN,R,91.0,,nhl_search_api
8476882,Teuvo Teravainen,CHI,C,86.0,,nhl_search_api
8484830,Camden Thiesing,NYI,C,58.0,,nhl_search_api
8482938,Cal Thomas,UTA,D,,,nhl_search_api
8485612,Ivan Tkach-Tkachenko,UTA,G,,,nhl_search_api
8476952,Dominic Toninato,CHI,C,25.0,,nhl_search_api
8476389,Vincent Trocheck,NYR,C,16.0,,nhl_search_api
8482134,Luke Tuch,MTL,L,88.0,,nhl_search_api
8479362,Riley Tufte,BOS,L,10.0,,nhl_search_api
8482715,Ryan Ufko,NSH,D,85.0,,nhl_search_api
8485090,Darels Uljanskis,ANA,D,88.0,,nhl_search_api
8477845,Trevor van Riemsdyk,WSH,D,57.0,,nhl_search_api
8479705,Jeffrey Viel,ANA,L,28.0,,nhl_search_api
8477573,Nathan Walker,STL,L,26.0,,nhl_search_api
8480336,Sean Walker,CAR,D,26.0,,nhl_search_api
8485512,Tim Washe,ANA,C,42.0,,nhl_search_api
8470642,Shea Weber,CHI,D,6.0,,nhl_search_api
8484843,Mikhail Yegorov,NJD,G,,,nhl_search_api
8478401,Pavel Zacha,BOS,C,18.0,,nhl_search_api
8484841,Simon Zether,FLA,C,,,nhl_search_api
8483569,Wyatt Aamodt,COL,D,5.0,,nhl_search_api
8478569,Noel Acciari,PIT,C,55.0,,nhl_search_api
8474596,Jake Allen,NJD,G,34.0,,nhl_search_api
8479994,Jaret Anderson-Dolan,WPG,C,28.0,,nhl_search_api
8479944,Zachary Aston-Reese,CBJ,L,27.0,,nhl_search_api
8485625,Everett Baldwin,TBL,D,97.0,,nhl_search_api
8482111,Justin Barron,NSH,D,20.0,,nhl_search_api
8485362,Carter Bear,DET,L,,,nhl_search_api
8478463,Anthony Beauvillier,WSH,L,72.0,,nhl_search_api
8484144,Connor Bedard,CHI,C,98.0,,nhl_search_api
8475760,Nick Bjugstad,STL,C,77.0,,nhl_search_api
8485374,Lasse Boelius,ANA,D,53.0,,nhl_search_api
8483579,Wyatt Bongiovanni,OTT,L,49.0,,nhl_search_api
8484794,Michael Brandsegg-Nygård,DET,R,28.0,,nhl_search_api
8477380,Jonny Brodzinski,NYR,C,22.0,,nhl_search_api
8479366,Logan Brown,LAK,C,92.0,,nhl_search_api
8477887,Patrick Brown,BOS,C,38.0,,nhl_search_api
8477444,Andre Burakovsky,CHI,L,28.0,,nhl_search_api
8484155,Mathieu Cataford,VGK,C,8.0,,nhl_search_api
8481540,Cole Caufield,MTL,R,13.0,,nhl_search_api
8483654,Luke Cavallin,BOS,G,60.0,,nhl_search_api
8485563,Charlie Cerrato,CAR,C,,,nhl_search_api
8485610,Cole Chandler,BOS,C,,,nhl_search_api
8479599,Nikolai Chebykin,TOR,L,,,nhl_search_api
